OBJECTID,CELLCODE,EOFORIGIN,NOFORIGIN,ORIG_FID,x,y
4098,1kmE4784N4102,4784000,4102000,4097,18.25337801,59.78020724
4099,1kmE4784N4103,4784000,4103000,4098,18.255550600000003,59.78913386
4100,1kmE4784N4104,4784000,4104000,4099,18.2577245,59.79806048
4101,1kmE4784N4105,4784000,4105000,4100,18.25989974,59.80698709
4102,1kmE4784N4106,4784000,4106000,4101,18.2620763,59.815913699999996
4103,1kmE4784N4107,4784000,4107000,4102,18.26425419,59.82484029999999
4104,1kmE4784N4108,4784000,4108000,4103,18.266433399999997,59.83376689
4105,1kmE4784N4109,4784000,4109000,4104,18.26861395,59.84269348
4106,1kmE4784N4110,4784000,4110000,4105,18.27079583,59.85162006
4107,1kmE4785N3985,4785000,3985000,4106,18.02514733,58.73473152
4108,1kmE4785N3989,4785000,3989000,4107,18.03327332,58.77044041
4109,1kmE4785N3990,4785000,3990000,4108,18.03530782,58.7793676
4110,1kmE4785N4000,4785000,4000000,4109,18.05571903,58.86863909
4111,1kmE4785N4008,4785000,4008000,4110,18.072135199999998,58.94005565
4112,1kmE4785N4009,4785000,4009000,4111,18.0741927,58.94898268
4113,1kmE4785N4010,4785000,4010000,4112,18.07625142,58.95790971
4114,1kmE4785N4011,4785000,4011000,4113,18.07831137,58.96683672
4115,1kmE4785N4012,4785000,4012000,4114,18.08037254,58.97576373
4116,1kmE4785N4013,4785000,4013000,4115,18.08243493,58.98469072
4117,1kmE4785N4014,4785000,4014000,4116,18.08449855,58.99361771
4118,1kmE4785N4015,4785000,4015000,4117,18.08656339,59.00254469
4119,1kmE4785N4016,4785000,4016000,4118,18.08862947,59.01147166
4120,1kmE4785N4017,4785000,4017000,4119,18.09069677,59.02039863
4121,1kmE4785N4018,4785000,4018000,4120,18.092765300000003,59.02932558
4122,1kmE4785N4019,4785000,4019000,4121,18.09483506,59.03825253
4123,1kmE4785N4020,4785000,4020000,4122,18.09690605,59.04717947
4124,1kmE4785N4021,4785000,4021000,4123,18.09897828,59.056106400000004
4125,1kmE4785N4022,4785000,4022000,4124,18.10105174,59.06503332
4126,1kmE4785N4023,4785000,4023000,4125,18.10312644,59.07396024
4127,1kmE4785N4024,4785000,4024000,4126,18.10520237,59.08288714
4128,1kmE4785N4025,4785000,4025000,4127,18.10727954,59.09181404
4129,1kmE4785N4026,4785000,4026000,4128,18.10935795,59.10074093
4130,1kmE4785N4027,4785000,4027000,4129,18.111437600000002,59.10966781
4131,1kmE4785N4028,4785000,4028000,4130,18.11351849,59.11859468
4132,1kmE4785N4029,4785000,4029000,4131,18.11560062,59.12752155
4133,1kmE4785N4030,4785000,4030000,4132,18.11768399,59.13644839999999
4134,1kmE4785N4031,4785000,4031000,4133,18.11976861,59.14537525
4135,1kmE4785N4032,4785000,4032000,4134,18.12185447,59.15430209
4136,1kmE4785N4033,4785000,4033000,4135,18.12394158,59.16322892
4137,1kmE4785N4034,4785000,4034000,4136,18.12602994,59.17215575
4138,1kmE4785N4035,4785000,4035000,4137,18.12811954,59.18108256
4139,1kmE4785N4036,4785000,4036000,4138,18.13021039,59.19000937
4140,1kmE4785N4037,4785000,4037000,4139,18.132302499999998,59.19893617
4141,1kmE4785N4038,4785000,4038000,4140,18.13439585,59.20786297
4142,1kmE4785N4039,4785000,4039000,4141,18.13649046,59.21678975
4143,1kmE4785N4040,4785000,4040000,4142,18.13858632,59.22571653
4144,1kmE4785N4041,4785000,4041000,4143,18.14068344,59.234643299999995
4145,1kmE4785N4042,4785000,4042000,4144,18.14278181,59.24357006
4146,1kmE4785N4043,4785000,4043000,4145,18.14488144,59.25249681
4147,1kmE4785N4044,4785000,4044000,4146,18.14698233,59.26142355
4148,1kmE4785N4045,4785000,4045000,4147,18.14908448,59.27035029
4149,1kmE4785N4046,4785000,4046000,4148,18.15118788,59.27927702
4150,1kmE4785N4047,4785000,4047000,4149,18.15329255,59.28820374
4151,1kmE4785N4048,4785000,4048000,4150,18.15539848,59.29713046
4152,1kmE4785N4049,4785000,4049000,4151,18.15750568,59.30605716
4153,1kmE4785N4050,4785000,4050000,4152,18.15961414,59.31498386
4154,1kmE4785N4051,4785000,4051000,4153,18.16172387,59.32391055
4155,1kmE4785N4052,4785000,4052000,4154,18.16383486,59.33283723
4156,1kmE4785N4053,4785000,4053000,4155,18.16594712,59.34176391
4157,1kmE4785N4054,4785000,4054000,4156,18.16806065,59.35069058
4158,1kmE4785N4055,4785000,4055000,4157,18.17017545,59.35961724
4159,1kmE4785N4056,4785000,4056000,4158,18.17229152,59.36854389
4160,1kmE4785N4057,4785000,4057000,4159,18.17440887,59.37747054
4161,1kmE4785N4058,4785000,4058000,4160,18.17652749,59.38639717
4162,1kmE4785N4059,4785000,4059000,4161,18.17864738,59.3953238
4163,1kmE4785N4060,4785000,4060000,4162,18.18076855,59.40425043
4164,1kmE4785N4061,4785000,4061000,4163,18.182891,59.41317704
4165,1kmE4785N4062,4785000,4062000,4164,18.18501472,59.42210365
4166,1kmE4785N4063,4785000,4063000,4165,18.18713973,59.43103025
4167,1kmE4785N4064,4785000,4064000,4166,18.18926601,59.43995684
4168,1kmE4785N4065,4785000,4065000,4167,18.19139358,59.44888342
4169,1kmE4785N4066,4785000,4066000,4168,18.19352243,59.457809999999995
4170,1kmE4785N4067,4785000,4067000,4169,18.19565256,59.46673657
4171,1kmE4785N4068,4785000,4068000,4170,18.19778398,59.47566314
4172,1kmE4785N4069,4785000,4069000,4171,18.19991669,59.48458969
4173,1kmE4785N4070,4785000,4070000,4172,18.20205068,59.49351624
4174,1kmE4785N4071,4785000,4071000,4173,18.20418596,59.50244278
4175,1kmE4785N4072,4785000,4072000,4174,18.20632253,59.51136931
4176,1kmE4785N4073,4785000,4073000,4175,18.20846039,59.52029584
4177,1kmE4785N4074,4785000,4074000,4176,18.21059955,59.52922236
4178,1kmE4785N4075,4785000,4075000,4177,18.21273999,59.53814887
4179,1kmE4785N4076,4785000,4076000,4178,18.21488173,59.54707537
4180,1kmE4785N4077,4785000,4077000,4179,18.21702477,59.55600187
4181,1kmE4785N4078,4785000,4078000,4180,18.219169100000002,59.56492836
4182,1kmE4785N4079,4785000,4079000,4181,18.22131473,59.57385485
4183,1kmE4785N4080,4785000,4080000,4182,18.22346166,59.58278132
4184,1kmE4785N4081,4785000,4081000,4183,18.22560989,59.59170779
4185,1kmE4785N4082,4785000,4082000,4184,18.22775942,59.60063425
4186,1kmE4785N4083,4785000,4083000,4185,18.22991025,59.60956071
4187,1kmE4785N4084,4785000,4084000,4186,18.23206239,59.61848715
4188,1kmE4785N4085,4785000,4085000,4187,18.23421583,59.62741359
4189,1kmE4785N4086,4785000,4086000,4188,18.23637058,59.63634003
4190,1kmE4785N4087,4785000,4087000,4189,18.23852663,59.64526645
4191,1kmE4785N4088,4785000,4088000,4190,18.24068399,59.65419287
4192,1kmE4785N4089,4785000,4089000,4191,18.24284266,59.66311928
4193,1kmE4785N4090,4785000,4090000,4192,18.24500264,59.67204569
4194,1kmE4785N4091,4785000,4091000,4193,18.24716394,59.68097209
4195,1kmE4785N4092,4785000,4092000,4194,18.24932654,59.68989848
4196,1kmE4785N4093,4785000,4093000,4195,18.25149046,59.69882486
4197,1kmE4785N4094,4785000,4094000,4196,18.2536557,59.70775124
4198,1kmE4785N4095,4785000,4095000,4197,18.25582225,59.71667761
4199,1kmE4785N4096,4785000,4096000,4198,18.25799012,59.72560398
4200,1kmE4785N4097,4785000,4097000,4199,18.260159299999998,59.73453033
4201,1kmE4785N4098,4785000,4098000,4200,18.26232981,59.74345668
4202,1kmE4785N4099,4785000,4099000,4201,18.26450164,59.75238303
4203,1kmE4785N4100,4785000,4100000,4202,18.26667479,59.76130936
4204,1kmE4785N4101,4785000,4101000,4203,18.26884926,59.77023569
4205,1kmE4785N4102,4785000,4102000,4204,18.27102506,59.77916202
4206,1kmE4785N4103,4785000,4103000,4205,18.27320218,59.78808833
4207,1kmE4785N4104,4785000,4104000,4206,18.27538063,59.79701464
4208,1kmE4785N4105,4785000,4105000,4207,18.27756041,59.80594095
4209,1kmE4785N4106,4785000,4106000,4208,18.27974152,59.81486724
4210,1kmE4785N4107,4785000,4107000,4209,18.28192396,59.82379353
4211,1kmE4785N4108,4785000,4108000,4210,18.28410773,59.83271981
4212,1kmE4785N4109,4785000,4109000,4211,18.28629283,59.84164609
4213,1kmE4785N4110,4785000,4110000,4212,18.28847927,59.85057236
4214,1kmE4786N3989,4786000,3989000,4213,18.05042319,58.76942679999999
4215,1kmE4786N3990,4786000,3990000,4214,18.05246194,58.778353700000004
4216,1kmE4786N4000,4786000,4000000,4215,18.07291579,58.86762229
4217,1kmE4786N4001,4786000,4001000,4216,18.07496783,58.876549100000005
4218,1kmE4786N4002,4786000,4002000,4217,18.07702109,58.885475899999996
4219,1kmE4786N4004,4786000,4004000,4218,18.08113126,58.90332947
4220,1kmE4786N4008,4786000,4008000,4219,18.08936624,58.93903651
4221,1kmE4786N4009,4786000,4009000,4220,18.09142804,58.94796325
4222,1kmE4786N4010,4786000,4010000,4221,18.09349106,58.95688998
4223,1kmE4786N4011,4786000,4011000,4222,18.09555531,58.965816700000005
4224,1kmE4786N4012,4786000,4012000,4223,18.09762078,58.97474342
4225,1kmE4786N4013,4786000,4013000,4224,18.09968748,58.98367012
4226,1kmE4786N4014,4786000,4014000,4225,18.1017554,58.99259682
4227,1kmE4786N4015,4786000,4015000,4226,18.10382456,59.0015235
4228,1kmE4786N4016,4786000,4016000,4227,18.10589495,59.01045018
4229,1kmE4786N4017,4786000,4017000,4228,18.10796657,59.01937685
4230,1kmE4786N4018,4786000,4018000,4229,18.11003942,59.02830351
4231,1kmE4786N4020,4786000,4020000,4230,18.11418882,59.04615681
4232,1kmE4786N4021,4786000,4021000,4231,18.11626537,59.05508344
4233,1kmE4786N4022,4786000,4022000,4232,18.11834316,59.06401007
4234,1kmE4786N4023,4786000,4023000,4233,18.12042219,59.07293669
4235,1kmE4786N4024,4786000,4024000,4234,18.12250246,59.081863299999995
4236,1kmE4786N4025,4786000,4025000,4235,18.12458396,59.0907899
4237,1kmE4786N4026,4786000,4026000,4236,18.12666671,59.09971650000001
4238,1kmE4786N4027,4786000,4027000,4237,18.128750699999998,59.10864308
4239,1kmE4786N4028,4786000,4028000,4238,18.13083594,59.11756966
4240,1kmE4786N4029,4786000,4029000,4239,18.13292241,59.12649623
4241,1kmE4786N4030,4786000,4030000,4240,18.13501014,59.13542279
4242,1kmE4786N4031,4786000,4031000,4241,18.1370991,59.14434934
4243,1kmE4786N4032,4786000,4032000,4242,18.13918932,59.15327588
4244,1kmE4786N4033,4786000,4033000,4243,18.14128079,59.16220242
4245,1kmE4786N4034,4786000,4034000,4244,18.1433735,59.17112894
4246,1kmE4786N4035,4786000,4035000,4245,18.14546747,59.18005546
4247,1kmE4786N4036,4786000,4036000,4246,18.14756268,59.18898197
4248,1kmE4786N4037,4786000,4037000,4247,18.14965915,59.19790848
4249,1kmE4786N4038,4786000,4038000,4248,18.15175688,59.20683497
4250,1kmE4786N4039,4786000,4039000,4249,18.15385586,59.21576146
4251,1kmE4786N4040,4786000,4040000,4250,18.1559561,59.22468794
4252,1kmE4786N4041,4786000,4041000,4251,18.15805759,59.23361441
4253,1kmE4786N4042,4786000,4042000,4252,18.16016034,59.24254087
4254,1kmE4786N4043,4786000,4043000,4253,18.16226435,59.25146732
4255,1kmE4786N4044,4786000,4044000,4254,18.16436962,59.26039377
4256,1kmE4786N4045,4786000,4045000,4255,18.16647616,59.26932021
4257,1kmE4786N4046,4786000,4046000,4256,18.16858396,59.27824664
4258,1kmE4786N4047,4786000,4047000,4257,18.17069302,59.28717306
4259,1kmE4786N4048,4786000,4048000,4258,18.17280334,59.29609947
4260,1kmE4786N4049,4786000,4049000,4259,18.17491494,59.30502588
4261,1kmE4786N4050,4786000,4050000,4260,18.1770278,59.31395228
4262,1kmE4786N4051,4786000,4051000,4261,18.17914192,59.32287867
4263,1kmE4786N4052,4786000,4052000,4262,18.18125732,59.33180505
4264,1kmE4786N4053,4786000,4053000,4263,18.18337399,59.34073143
4265,1kmE4786N4054,4786000,4054000,4264,18.18549193,59.34965779
4266,1kmE4786N4055,4786000,4055000,4265,18.18761115,59.35858415
4267,1kmE4786N4056,4786000,4056000,4266,18.18973163,59.3675105
4268,1kmE4786N4057,4786000,4057000,4267,18.1918534,59.37643685
4269,1kmE4786N4058,4786000,4058000,4268,18.19397644,59.38536318
4270,1kmE4786N4059,4786000,4059000,4269,18.19610075,59.39428951
4271,1kmE4786N4060,4786000,4060000,4270,18.19822635,59.40321583
4272,1kmE4786N4061,4786000,4061000,4271,18.20035322,59.41214214
4273,1kmE4786N4062,4786000,4062000,4272,18.20248138,59.42106845
4274,1kmE4786N4063,4786000,4063000,4273,18.20461082,59.42999475
4275,1kmE4786N4064,4786000,4064000,4274,18.20674154,59.43892104
4276,1kmE4786N4065,4786000,4065000,4275,18.20887354,59.44784732
4277,1kmE4786N4066,4786000,4066000,4276,18.21100684,59.45677359
4278,1kmE4786N4067,4786000,4067000,4277,18.21314141,59.46569986
4279,1kmE4786N4068,4786000,4068000,4278,18.21527728,59.47462612
4280,1kmE4786N4069,4786000,4069000,4279,18.21741443,59.48355237
4281,1kmE4786N4070,4786000,4070000,4280,18.21955288,59.49247862
4282,1kmE4786N4071,4786000,4071000,4281,18.22169261,59.50140485
4283,1kmE4786N4072,4786000,4072000,4282,18.22383364,59.51033108
4284,1kmE4786N4073,4786000,4073000,4283,18.22597596,59.51925731
4285,1kmE4786N4074,4786000,4074000,4284,18.22811957,59.52818352
4286,1kmE4786N4075,4786000,4075000,4285,18.23026449,59.53710973
4287,1kmE4786N4076,4786000,4076000,4286,18.23241069,59.54603593
4288,1kmE4786N4077,4786000,4077000,4287,18.2345582,59.55496212
4289,1kmE4786N4078,4786000,4078000,4288,18.236707,59.56388829999999
4290,1kmE4786N4079,4786000,4079000,4289,18.23885711,59.57281448
4291,1kmE4786N4080,4786000,4080000,4290,18.24100852,59.58174065
4292,1kmE4786N4081,4786000,4081000,4291,18.24316123,59.59066681
4293,1kmE4786N4082,4786000,4082000,4292,18.24531524,59.59959297
4294,1kmE4786N4083,4786000,4083000,4293,18.24747056,59.60851912
4295,1kmE4786N4084,4786000,4084000,4294,18.24962718,59.61744526
4296,1kmE4786N4085,4786000,4085000,4295,18.25178511,59.62637139
4297,1kmE4786N4086,4786000,4086000,4296,18.25394435,59.63529752
4298,1kmE4786N4087,4786000,4087000,4297,18.2561049,59.64422364
4299,1kmE4786N4088,4786000,4088000,4298,18.25826676,59.65314975
4300,1kmE4786N4089,4786000,4089000,4299,18.26042993,59.66207586
4301,1kmE4786N4090,4786000,4090000,4300,18.26259442,59.67100195
4302,1kmE4786N4091,4786000,4091000,4301,18.26476022,59.67992804
4303,1kmE4786N4092,4786000,4092000,4302,18.26692733,59.68885413
4304,1kmE4786N4093,4786000,4093000,4303,18.26909576,59.697780200000004
4305,1kmE4786N4094,4786000,4094000,4304,18.27126551,59.70670627
4306,1kmE4786N4095,4786000,4095000,4305,18.27343658,59.71563234
4307,1kmE4786N4096,4786000,4096000,4306,18.27560897,59.72455839
4308,1kmE4786N4097,4786000,4097000,4307,18.27778268,59.73348444
4309,1kmE4786N4098,4786000,4098000,4308,18.27995771,59.74241048
4310,1kmE4786N4099,4786000,4099000,4309,18.28213407,59.75133651
4311,1kmE4786N4100,4786000,4100000,4310,18.28431175,59.76026254
4312,1kmE4786N4101,4786000,4101000,4311,18.28649076,59.76918856
4313,1kmE4786N4102,4786000,4102000,4312,18.28867109,59.77811458
4314,1kmE4786N4103,4786000,4103000,4313,18.29085275,59.78704058
4315,1kmE4786N4104,4786000,4104000,4314,18.29303574,59.79596658
4316,1kmE4786N4105,4786000,4105000,4315,18.29522007,59.80489257
4317,1kmE4786N4106,4786000,4106000,4316,18.29740572,59.81381856
4318,1kmE4786N4107,4786000,4107000,4317,18.29959271,59.82274454
4319,1kmE4786N4108,4786000,4108000,4318,18.30178103,59.83167051
4320,1kmE4786N4109,4786000,4109000,4319,18.30397069,59.84059647
4321,1kmE4786N4110,4786000,4110000,4320,18.30616168,59.84952243
4322,1kmE4786N4111,4786000,4111000,4321,18.30835402,59.85844838
4323,1kmE4787N3998,4787000,3998000,4322,18.08600261,58.84875027
4324,1kmE4787N3999,4787000,3999000,4323,18.0880565,58.85767679999999
4325,1kmE4787N4000,4787000,4000000,4324,18.09011161,58.86660333
4326,1kmE4787N4001,4787000,4001000,4325,18.09216793,58.87552985
4327,1kmE4787N4002,4787000,4002000,4326,18.09422547,58.88445636
4328,1kmE4787N4003,4787000,4003000,4327,18.09628423,58.89338286
4329,1kmE4787N4004,4787000,4004000,4328,18.09834421,58.90230935
4330,1kmE4787N4009,4787000,4009000,4329,18.10866243,58.94694166
4331,1kmE4787N4010,4787000,4010000,4330,18.11072975,58.955868099999996
4332,1kmE4787N4011,4787000,4011000,4331,18.1127983,58.96479453
4333,1kmE4787N4012,4787000,4012000,4332,18.11486808,58.97372095
4334,1kmE4787N4013,4787000,4013000,4333,18.11693908,58.98264736
4335,1kmE4787N4014,4787000,4014000,4334,18.11901132,58.99157376
4336,1kmE4787N4015,4787000,4015000,4335,18.12108479,59.00050015
4337,1kmE4787N4016,4787000,4016000,4336,18.12315949,59.00942653
4338,1kmE4787N4017,4787000,4017000,4337,18.12523542,59.01835291
